year,reclat,reclong,GeoLocation
1932,55.2,75.33333,"(55.200000, 75.333330)"
1886,32.03333,130.63333,"(32.033330, 130.633330)"
1879,47.08333,1.75,"(47.083330, 1.750000)"
1878,20.66667,-101.28333,"(20.666670, -101.283330)"
1924,-37.33333,-61.53333,"(-37.333330, -61.533330)"
1985,-31.23333,-58.16667,"(-31.233330, -58.166670)"
1871,44.28333,5.58333,"(44.283330, 5.583330)"
1955,26.78333,82.71667,"(26.783330, 82.716670)"
1803,48.76667,0.63333,"(48.766670, 0.633330)"
1910,21.86667,76.03333,"(21.866670, 76.033330)"
1887,24.45,78.56667,"(24.450000, 78.566670)"
1872,47.7,1.06667,"(47.700000, 1.066670)"
1897,43.75,5.11667,"(43.750000, 5.116670)"
1947,58.85,16.73333,"(58.850000, 16.733330)"
1986,46.24167,126.19611,"(46.241670, 126.196110)"
1925,47.75,16.23333,"(47.750000, 16.233330)"
1987,33.13333,115.16667,"(33.133330, 115.166670)"
1830,51.9,-1.11667,"(51.900000, -1.116670)"
1938,52.45,51.56667,"(52.450000, 51.566670)"
1845,47.16667,0.43333,"(47.166670, 0.433330)"
1845,48.53333,-0.86667,"(48.533330, -0.866670)"
1943,35.88333,-99.33333,"(35.883330, -99.333330)"
1912,-25.66667,28.36667,"(-25.666670, 28.366670)"
1999,52.66667,-6.96667,"(52.666670, -6.966670)"
1907,34.58333,-87.5,"(34.583330, -87.500000)"
1900,52.26667,32.85,"(52.266670, 32.850000)"
1857,48.35,3.25,"(48.350000, 3.250000)"
1896,50.36667,4.73333,"(50.366670, 4.733330)"
1973,-26.15,26.18333,"(-26.150000, 26.183330)"
1930,56.65,15.86667,"(56.650000, 15.866670)"
1813,52.56667,-8.78333,"(52.566670, -8.783330)"
1854,52.75,12.9,"(52.750000, 12.900000)"
1978,31.63333,118.98333,"(31.633330, 118.983330)"
1808,50.2,14.85,"(50.200000, 14.850000)"
1839,37.91667,-92.08333,"(37.916670, -92.083330)"
1820,56,26.43333,"(56.000000, 26.433330)"
1868,29.53333,71.8,"(29.533330, 71.800000)"
1994,26.96556,72.62667,"(26.965560, 72.626670)"
2010,38.70066,-77.21163,"(38.700660, -77.211630)"
1894,38,-0.83333,"(38.000000, -0.833330)"
1970,36.00833,-95.15,"(36.008330, -95.150000)"
1977,38.25,-85.75,"(38.250000, -85.750000)"
1935,52,19.91667,"(52.000000, 19.916670)"
1926,24.95,75.15,"(24.950000, 75.150000)"
1768,47.85,0.48333,"(47.850000, 0.483330)"
1869,32.03333,-84.76667,"(32.033330, -84.766670)"
1980,24.8,103.3,"(24.800000, 103.300000)"
1889,56.21667,13.03333,"(56.216670, 13.033330)"
1813,61.2,27.7,"(61.200000, 27.700000)"
1753,46.21667,5,"(46.216670, 5.000000)"
1951,-7.21667,29.43333,"(-7.216670, 29.433330)"
1937,19,97,"(19.000000, 97.000000)"
1836,-5.2,-36.66667,"(-5.200000, -36.666670)"
1981,-15.21222,35.24222,"(-15.212220, 35.242220)"
1936,-28.83333,31.95,"(-28.833330, 31.950000)"
1950,25.91667,86.36667,"(25.916670, 86.366670)"
1935,-7.75,111.53333,"(-7.750000, 111.533330)"
1896,40.41667,-3.71667,"(40.416670, -3.716670)"
1941,-26.16667,-49.93333,"(-26.166670, -49.933330)"
1899,37.86667,27.51667,"(37.866670, 27.516670)"
1990,-19.48333,31.65,"(-19.483330, 31.650000)"
2007,27.66667,95.78333,"(27.666670, 95.783330)"
2004,12.83333,9.38333,"(12.833330, 9.383330)"
1933,32.21667,-104,"(32.216670, -104.000000)"
1970,9.5,31.75,"(9.500000, 31.750000)"
1930,-3.13333,33.51667,"(-3.133330, 33.516670)"
1931,-28.93333,-63.23333,"(-28.933330, -63.233330)"
1933,-29.45,26.76667,"(-29.450000, 26.766670)"
1927,45.21667,62.08333,"(45.216670, 62.083330)"
1863,23.05,86.7,"(23.050000, 86.700000)"
1843,20.96667,76.1,"(20.966670, 76.100000)"
1934,-17.65,31.6,"(-17.650000, 31.600000)"
1951,45.81667,44.63333,"(45.816670, 44.633330)"
1948,34.23333,72.08333,"(34.233330, 72.083330)"
1925,,,
1898,42.71667,-99.38333,"(42.716670, -99.383330)"
2009,54.76183,11.46745,"(54.761830, 11.467450)"
1941,4.66667,29.25,"(4.666670, 29.250000)"
1971,-22.25,-49.93333,"(-22.250000, -49.933330)"
1847,41.9,-91.6,"(41.900000, -91.600000)"
1902,61.5,30.5,"(61.500000, 30.500000)"
1848,44.5,0.15,"(44.500000, 0.150000)"
2002,-14.2,48.1,"(-14.200000, 48.100000)"
1983,35.8,-84.1,"(35.800000, -84.100000)"
1836,45.36667,1.86667,"(45.366670, 1.866670)"
2010,0,0,"(0.000000, 0.000000)"
1803,48.13333,12.61667,"(48.133330, 12.616670)"
1768,48.18333,13.13333,"(48.183330, 13.133330)"
1801,-20,57,"(-20.000000, 57.000000)"
1974,8.96667,12.08333,"(8.966670, 12.083330)"
1885,24.68333,-101.68333,"(24.683330, -101.683330)"
1942,-1.21667,30,"(-1.216670, 30.000000)"
1992,1.06667,34.16667,"(1.066670, 34.166670)"
1953,-27.25,-67.5,"(-27.250000, -67.500000)"
1861,29.01667,77.8,"(29.016670, 77.800000)"
1915,-6.23333,106.88333,"(-6.233330, 106.883330)"
1862,53.18333,13.15,"(53.183330, 13.150000)"
1903,46.81867,7.21817,"(46.818670, 7.218170)"
1878,55.05,12.06667,"(55.050000, 12.066670)"
1945,0,37.66667,"(0.000000, 37.666670)"
1920,25.48333,81.98333,"(25.483330, 81.983330)"
1955,38.18333,15.56667,"(38.183330, 15.566670)"
1897,50.58333,11.1,"(50.583330, 11.100000)"
1949,45.76667,3.25,"(45.766670, 3.250000)"
1852,46.5,25.73333,"(46.500000, 25.733330)"
1827,25.9,83.61667,"(25.900000, 83.616670)"
1980,34.8,111.7,"(34.800000, 111.700000)"
1881,54.56667,-1.16667,"(54.566670, -1.166670)"
2010,42.9075,-90.36556,"(42.907500, -90.365560)"
1889,48.06667,30.96667,"(48.066670, 30.966670)"
1992,35.56833,133.22,"(35.568330, 133.220000)"
1944,46.23333,17.53333,"(46.233330, 17.533330)"
1842,46.18333,16.1,"(46.183330, 16.100000)"
1960,-26.45,120.36667,"(-26.450000, 120.366670)"
1930,35.4,-92.05,"(35.400000, -92.050000)"
1632,35.07833,136.93333,"(35.078330, 136.933330)"
1826,37.28333,14.7,"(37.283330, 14.700000)"
1952,32.33333,120.66667,"(32.333330, 120.666670)"
1905,47.7,16.6,"(47.700000, 16.600000)"
1910,25.68333,83.25,"(25.683330, 83.250000)"
1890,56.66667,23,"(56.666670, 23.000000)"
1898,61.73333,5.93333,"(61.733330, 5.933330)"
1882,46.8,24.03333,"(46.800000, 24.033330)"
1905,38.5,-101.1,"(38.500000, -101.100000)"
1908,-39.63333,174.4,"(-39.633330, 174.400000)"
1858,38.11667,-1.16667,"(38.116670, -1.166670)"
1953,-31.25,26.46667,"(-31.250000, 26.466670)"
1998,31.60833,-102.85833,"(31.608330, -102.858330)"
1849,35.25,-80.5,"(35.250000, -80.500000)"
1950,38.01667,-8.25,"(38.016670, -8.250000)"
1846,43.26667,13.35,"(43.266670, 13.350000)"
1923,43.39056,1.9625,"(43.390560, 1.962500)"
1838,47.63333,1.58333,"(47.633330, 1.583330)"
1950,-15.96667,27.35,"(-15.966670, 27.350000)"
1913,35.41667,-79.38333,"(35.416670, -79.383330)"
1810,52.45,-8.33333,"(52.450000, -8.333330)"
1930,-40.975,145.6,"(-40.975000, 145.600000)"
1808,28.78333,78.83333,"(28.783330, 78.833330)"
2000,49.6,18.53333,"(49.600000, 18.533330)"
1875,44.6,5.13333,"(44.600000, 5.133330)"
2006,59.43333,10.7,"(59.433330, 10.700000)"
1868,26.83333,77.33333,"(26.833330, 77.333330)"
1868,45.2,8.5,"(45.200000, 8.500000)"
1902,-29.8,141.7,"(-29.800000, 141.700000)"
1991,18.7,4.8,"(18.700000, 4.800000)"
1637,44.08333,6.86667,"(44.083330, 6.866670)"
1944,-11.5,33.5,"(-11.500000, 33.500000)"
1865,12.63333,77.01667,"(12.633330, 77.016670)"
1795,9.33333,80.83333,"(9.333330, 80.833330)"
1924,24.5,90.21667,"(24.500000, 90.216670)"
1969,-36.61667,145.2,"(-36.616670, 145.200000)"
1950,36.6,-88.1,"(36.600000, -88.100000)"
1964,26.13333,85.53333,"(26.133330, 85.533330)"
1842,23.05,72.63333,"(23.050000, 72.633330)"
1956,12,1,"(12.000000, 1.000000)"
1922,38.12167,140.06167,"(38.121670, 140.061670)"
1875,26.98333,78.21667,"(26.983330, 78.216670)"
1895,49.16667,19.5,"(49.166670, 19.500000)"
1911,31.31667,30.35,"(31.316670, 30.350000)"
1923,13.73333,100.08333,"(13.733330, 100.083330)"
1886,12.28333,79.2,"(12.283330, 79.200000)"
1917,35.66667,103.5,"(35.666670, 103.500000)"
1825,38.41667,-77.16667,"(38.416670, -77.166670)"
1984,32.11667,121.8,"(32.116670, 121.800000)"
1928,19.25,77,"(19.250000, 77.000000)"
1974,33.75,51.5,"(33.750000, 51.500000)"
1928,-34.05,150.68889,"(-34.050000, 150.688890)"
920,42.51667,12.51667,"(42.516670, 12.516670)"
1936,-21.73333,165.9,"(-21.733330, 165.900000)"
1973,,,
1890,21.25,83.66667,"(21.250000, 83.666670)"
1995,36.44917,136.46528,"(36.449170, 136.465280)"
1870,18.68333,83.48333,"(18.683330, 83.483330)"
1970,9.5,35.33333,"(9.500000, 35.333330)"
1864,56.5,21.5,"(56.500000, 21.500000)"
2002,47.525,10.80833,"(47.525000, 10.808330)"
1860,40,-81.76667,"(40.000000, -81.766670)"
1994,15.36667,35.68333,"(15.366670, 35.683330)"
2003,29.94718,-90.10976,"(29.947180, -90.109760)"
1883,-7.45,111.41667,"(-7.450000, 111.416670)"
1900,13.85,-4.38333,"(13.850000, -4.383330)"
1750,49.03333,-1.43333,"(49.033330, -1.433330)"
1967,,,
1967,,,
1935,52.45,78.63333,"(52.450000, 78.633330)"
1954,56.11667,37.33333,"(56.116670, 37.333330)"
1975,29.86667,121.48333,"(29.866670, 121.483330)"
1983,32.925,105.90667,"(32.925000, 105.906670)"
1897,34.2,131.56667,"(34.200000, 131.566670)"
1912,-28.56667,30.7,"(-28.566670, 30.700000)"
1823,44.08333,-69.48333,"(44.083330, -69.483330)"
1991,40.08528,-86.055,"(40.085280, -86.055000)"
860,33.725,130.75,"(33.725000, 130.750000)"
1879,-32.36667,-59.83333,"(-32.366670, -59.833330)"
1918,36.21667,-92.26667,"(36.216670, -92.266670)"
1948,39.68333,-99.86667,"(39.683330, -99.866670)"
1971,45.29167,11.52722,"(45.291670, 11.527220)"
1886,54.81667,46,"(54.816670, 46.000000)"
1662,58.55,31.33333,"(58.550000, 31.333330)"
1908,56,22,"(56.000000, 22.000000)"
1933,42.91667,102.46667,"(42.916670, 102.466670)"
1978,24.3,-102.13333,"(24.300000, -102.133330)"
1851,41.63333,0.75,"(41.633330, 0.750000)"
1925,43.33333,141.86667,"(43.333330, 141.866670)"
1939,21.20833,94.91667,"(21.208330, 94.916670)"
1914,47.55,22.025,"(47.550000, 22.025000)"
1887,57.78333,55.26667,"(57.783330, 55.266670)"
1927,52.28333,8.05,"(52.283330, 8.050000)"
1855,58.5,23,"(58.500000, 23.000000)"
1900,47.88333,22.03333,"(47.883330, 22.033330)"
1741,33.28333,130.2,"(33.283330, 130.200000)"
1857,46.06667,23.58333,"(46.066670, 23.583330)"
1963,6.75,8.5,"(6.750000, 8.500000)"
1926,38.18333,-5.4,"(38.183330, -5.400000)"
1958,36.18333,139.21667,"(36.183330, 139.216670)"
1904,35.08333,135.2,"(35.083330, 135.200000)"
1834,50.83333,25.5,"(50.833330, 25.500000)"
1930,52.95,8.16667,"(52.950000, 8.166670)"
1519,39,-0.03333,"(39.000000, -0.033330)"
1924,38.71667,-7.06667,"(38.716670, -7.066670)"
1929,39.56667,-2.1,"(39.566670, -2.100000)"
1981,64.02,161.80833,"(64.020000, 161.808330)"
1864,43.88333,1.38333,"(43.883330, 1.383330)"
2004,28.5475,-81.36222,"(28.547500, -81.362220)"
1868,47.11667,6.15,"(47.116670, 6.150000)"
1671,48.5,8,"(48.500000, 8.000000)"
1872,42.13333,12.93333,"(42.133330, 12.933330)"
1928,58.88333,9.4,"(58.883330, 9.400000)"
1867,38.4,140.35,"(38.400000, 140.350000)"
1896,38.6,-95.21667,"(38.600000, -95.216670)"
2003,12.9,0.08,"(12.900000, 0.080000)"
1986,30.18,-6.57717,"(30.180000, -6.577170)"
2003,24.3,-13.1,"(24.300000, -13.100000)"
1998,37.60833,-8.28,"(37.608330, -8.280000)"
1900,-18,16,"(-18.000000, 16.000000)"
1856,43.4,-5.86667,"(43.400000, -5.866670)"
1775,51.33333,28.83333,"(51.333330, 28.833330)"
1881,21.05,-99.3,"(21.050000, -99.300000)"
1929,55.66667,25,"(55.666670, 25.000000)"
1910,17.74333,120.45583,"(17.743330, 120.455830)"
1910,32.31667,-89.71667,"(32.316670, -89.716670)"
1988,-23.11667,-65.1,"(-23.116670, -65.100000)"
1914,43.48333,118.61667,"(43.483330, 118.616670)"
1926,39.8,-91.5,"(39.800000, -91.500000)"
1949,21.3,-157.78333,"(21.300000, -157.783330)"
1859,15.08333,120.7,"(15.083330, 120.700000)"
1938,8.06667,124.28333,"(8.066670, 124.283330)"
1930,36.06667,-90.5,"(36.066670, -90.500000)"
1967,-6.23333,-40.7,"(-6.233330, -40.700000)"
1956,-19.13333,-51.66667,"(-19.133330, -51.666670)"
2003,41.48472,-87.67917,"(41.484720, -87.679170)"
1857,9.23333,78.35,"(9.233330, 78.350000)"
1942,26.2,85.4,"(26.200000, 85.400000)"
1933,36.21667,-103.4,"(36.216670, -103.400000)"
1969,20.93694,82.05,"(20.936940, 82.050000)"
1950,-19.53333,-48.56667,"(-19.533330, -48.566670)"
1922,38.13333,14.96667,"(38.133330, 14.966670)"
1935,23.15,91.18333,"(23.150000, 91.183330)"
1966,43.46667,25.51667,"(43.466670, 25.516670)"
1938,52.3,77.03333,"(52.300000, 77.033330)"
1826,48.53333,35.98333,"(48.533330, 35.983330)"
1882,52.03333,43,"(52.033330, 43.000000)"
1989,11.33367,-3.54217,"(11.333670, -3.542170)"
1963,56.13333,-117.93333,"(56.133330, -117.933330)"
1953,51.66667,9.25,"(51.666670, 9.250000)"
1992,41.28333,-73.91667,"(41.283330, -73.916670)"
1946,30.125,-103.11667,"(30.125000, -103.116670)"
1899,-10.66667,35.5,"(-10.666670, 35.500000)"
1935,23.325,91,"(23.325000, 91.000000)"
1830,56.4,-3.43333,"(56.400000, -3.433330)"
1933,56.63333,39.43333,"(56.633330, 39.433330)"
1933,55.5,66.08333,"(55.500000, 66.083330)"
1995,14.052,0.42,"(14.052000, 0.420000)"
1855,35.3,-86.63333,"(35.300000, -86.633330)"
1779,53.53333,-7.33333,"(53.533330, -7.333330)"
1901,40,-99.25,"(40.000000, -99.250000)"
1887,11.25,108.58333,"(11.250000, 108.583330)"
1933,12,105.48333,"(12.000000, 105.483330)"
1941,15.71667,108.1,"(15.716670, 108.100000)"
1968,44.24417,11.50222,"(44.244170, 11.502220)"
1843,41.36667,-6.23333,"(41.366670, -6.233330)"
1863,58.66667,25.73333,"(58.666670, 25.733330)"
1996,26.03472,73.94167,"(26.034720, 73.941670)"
1881,-32.86667,18.71667,"(-32.866670, 18.716670)"
1882,25.8,88.45,"(25.800000, 88.450000)"
1884,29.58333,76,"(29.583330, 76.000000)"
1921,31.95,-83.51667,"(31.950000, -83.516670)"
1930,30.7,-96.11667,"(30.700000, -96.116670)"
2008,45.275,26.70972,"(45.275000, 26.709720)"
1723,50.53333,14.11667,"(50.533330, 14.116670)"
1868,11.58333,104.91667,"(11.583330, 104.916670)"
1819,50.93333,12.13333,"(50.933330, 12.133330)"
1866,26.71667,82.66667,"(26.716670, 82.666670)"
1942,66.34833,14.015,"(66.348330, 14.015000)"
1931,53.03639,-4.31944,"(53.036390, -4.319440)"
1998,34.175,-103.295,"(34.175000, -103.295000)"
1796,38.5,-8,"(38.500000, -8.000000)"
1933,31.41667,118.5,"(31.416670, 118.500000)"
1932,48.3025,13.94083,"(48.302500, 13.940830)"
1959,49.66667,14.03333,"(49.666670, 14.033330)"
1893,39.11667,-83.85,"(39.116670, -83.850000)"
2007,39.35,-3.51667,"(39.350000, -3.516670)"
1863,23.36667,75.18333,"(23.366670, 75.183330)"
1868,52.76667,21.26667,"(52.766670, 21.266670)"
1811,13.33333,78.95,"(13.333330, 78.950000)"
1937,-29.03333,-53.05,"(-29.033330, -53.050000)"
1982,32.08333,121.5,"(32.083330, 121.500000)"
1976,26.53333,106.46667,"(26.533330, 106.466670)"
1925,-30.11667,28.7,"(-30.116670, 28.700000)"
1857,17.76667,95.18333,"(17.766670, 95.183330)"
1898,39,-0.66667,"(39.000000, -0.666670)"
1990,44.61667,126.13333,"(44.616670, 126.133330)"
1851,46.6,0.25,"(46.600000, 0.250000)"
1957,-26.66667,-65.45,"(-26.666670, -65.450000)"
1986,27.72528,76.465,"(27.725280, 76.465000)"
1983,28.225,70.2,"(28.225000, 70.200000)"
1878,52.98333,37.03333,"(52.983330, 37.033330)"
1940,26.45,82.9,"(26.450000, 82.900000)"
1916,24.16667,87.76667,"(24.166670, 87.766670)"
1958,51.88333,6.93333,"(51.883330, 6.933330)"
1917,23.98333,87.08333,"(23.983330, 87.083330)"
1899,19.86667,-100.81667,"(19.866670, -100.816670)"
1937,25.38333,72.01667,"(25.383330, 72.016670)"
1919,38.2,115.7,"(38.200000, 115.700000)"
1961,26.66667,50.15,"(26.666670, 50.150000)"
1740,43.5,26.53333,"(43.500000, 26.533330)"
1880,52.2,17.98333,"(52.200000, 17.983330)"
2007,38.13742,-119.75812,"(38.137420, -119.758120)"
1947,42.475,-5.33333,"(42.475000, -5.333330)"
1919,-6.73333,111.36667,"(-6.733330, 111.366670)"
1824,44.76667,11.28333,"(44.766670, 11.283330)"
1925,-32.75,-65.28333,"(-32.750000, -65.283330)"
1916,38.66667,116.13333,"(38.666670, 116.133330)"
1933,48.6,45.66667,"(48.600000, 45.666670)"
1965,51.33333,-118.95,"(51.333330, -118.950000)"
1929,28.2,76.66667,"(28.200000, 76.666670)"
1903,35.03333,-83.03333,"(35.033330, -83.033330)"
1918,46.88333,-102.31667,"(46.883330, -102.316670)"
1980,31.25,-99.03333,"(31.250000, -99.033330)"
1828,37.46667,-77.5,"(37.466670, -77.500000)"
1934,-26.1,-49.8,"(-26.100000, -49.800000)"
1490,45.48333,9.51667,"(45.483330, 9.516670)"
1876,41.08333,-86.28333,"(41.083330, -86.283330)"
1895,-23.38333,150.51667,"(-23.383330, 150.516670)"
1871,42.3,0.55,"(42.300000, 0.550000)"
1775,50.35,10.8,"(50.350000, 10.800000)"
1921,44.51667,-83.95,"(44.516670, -83.950000)"
1876,52.76667,-2.51667,"(52.766670, -2.516670)"
1976,-1.45,29.83333,"(-1.450000, 29.833330)"
1934,0.26667,36.53333,"(0.266670, 36.533330)"
1949,-10.26667,38.76667,"(-10.266670, 38.766670)"
1914,51.13333,34.5,"(51.133330, 34.500000)"
1855,27.43333,82.08333,"(27.433330, 82.083330)"
1999,23.08333,91.66667,"(23.083330, 91.666670)"
1636,51.53333,14.88333,"(51.533330, 14.883330)"
1914,43.73333,1.38333,"(43.733330, 1.383330)"
1966,45.3,0.23333,"(45.300000, 0.233330)"
1913,35.66667,136.3,"(35.666670, 136.300000)"
1981,44.97917,-122.96944,"(44.979170, -122.969440)"
1798,46.05,4.63333,"(46.050000, 4.633330)"
1985,52.75,11.05,"(52.750000, 11.050000)"
1921,25.66667,74.86667,"(25.666670, 74.866670)"
1973,33.48472,-117.6625,"(33.484720, -117.662500)"
2002,43.66667,13,"(43.666670, 13.000000)"
1956,-31.01667,-71.4,"(-31.016670, -71.400000)"
1968,19.76667,-100.65,"(19.766670, -100.650000)"
1873,-29.2,-51.86667,"(-29.200000, -51.866670)"
1939,24.16667,-99.33333,"(24.166670, -99.333330)"
1924,-33.9,-61.7,"(-33.900000, -61.700000)"
2008,-31.535556,-68.489444,"(-31.535556, -68.489444)"
1962,-20.81,-49.38056,"(-20.810000, -49.380560)"
1918,52.55,46.55,"(52.550000, 46.550000)"
1688,34.71667,137.78333,"(34.716670, 137.783330)"
1868,43.15,-0.85,"(43.150000, -0.850000)"
1894,47.21667,29.86667,"(47.216670, 29.866670)"
1986,35.86667,139.4,"(35.866670, 139.400000)"
1934,49.23333,17.56667,"(49.233330, 17.566670)"
1715,53.35,15.05,"(53.350000, 15.050000)"
1968,42.86083,-73.95028,"(42.860830, -73.950280)"
1846,48.11667,10.46667,"(48.116670, 10.466670)"
1871,44.36667,-69.2,"(44.366670, -69.200000)"
1917,38.3,27.13333,"(38.300000, 27.133330)"
1853,26.75,84.78333,"(26.750000, 84.783330)"
1939,-7.23333,107.33333,"(-7.233330, 107.333330)"
1947,22.83333,4.98333,"(22.833330, 4.983330)"
1940,22.25,79,"(22.250000, 79.000000)"
1773,41.71667,-0.05,"(41.716670, -0.050000)"
1993,39.43833,140.51167,"(39.438330, 140.511670)"
1966,21.68389,79.50083,"(21.683890, 79.500830)"
1818,41.05,23.56667,"(41.050000, 23.566670)"
1923,-8.38333,-36.76667,"(-8.383330, -36.766670)"
1908,-19.46667,-44.21667,"(-19.466670, -44.216670)"
1862,37.41667,-6,"(37.416670, -6.000000)"
1874,50.61667,36.6,"(50.616670, 36.600000)"
1989,34.75,10.71667,"(34.750000, 10.716670)"
1850,23.1,87.3,"(23.100000, 87.300000)"
1921,37.83333,-76.7,"(37.833330, -76.700000)"
1904,44.05,-80.16667,"(44.050000, -80.166670)"
1865,24.55,84.83333,"(24.550000, 84.833330)"
1976,33.65,120.06667,"(33.650000, 120.066670)"
1921,25.85,87.5775,"(25.850000, 87.577500)"
1971,43.5,125.66667,"(43.500000, 125.666670)"
1912,33.71667,74.83333,"(33.716670, 74.833330)"
1863,24.33333,90.16667,"(24.333330, 90.166670)"
1794,43.11667,11.6,"(43.116670, 11.600000)"
1947,46.16,134.65333,"(46.160000, 134.653330)"
1995,20.93333,-101.38333,"(20.933330, -101.383330)"
1917,44.11667,27.26667,"(44.116670, 27.266670)"
1920,49.98333,7.53333,"(49.983330, 7.533330)"
1916,30.9,32.48333,"(30.900000, 32.483330)"
1901,26.21667,69.55,"(26.216670, 69.550000)"
1956,39.3,9.2,"(39.300000, 9.200000)"
1933,42.58333,-103.66667,"(42.583330, -103.666670)"
1875,20.91667,82.58333,"(20.916670, 82.583330)"
1989,39.82467,36.13583,"(39.824670, 36.135830)"
1989,32.43333,119.86667,"(32.433330, 119.866670)"
1848,59.73333,10.86667,"(59.733330, 10.866670)"
1868,45.68333,15.6,"(45.683330, 15.600000)"
1818,55,35,"(55.000000, 35.000000)"
1960,27.13333,84.06667,"(27.133330, 84.066670)"
1877,43.66667,21.86667,"(43.666670, 21.866670)"
1860,47.36667,1.73333,"(47.366670, 1.733330)"
2011,54.00883,22.005,"(54.008830, 22.005000)"
1866,35.16667,135.33333,"(35.166670, 135.333330)"
1993,45.25,125,"(45.250000, 125.000000)"
1927,44.41667,23.5,"(44.416670, 23.500000)"
1945,1.7,33.63333,"(1.700000, 33.633330)"
1883,44.75,0.05,"(44.750000, 0.050000)"
1841,46.95,-1.5,"(46.950000, -1.500000)"
1855,51.05,3.75,"(51.050000, 3.750000)"
1890,48.01667,-1.15,"(48.016670, -1.150000)"
1950,38.7,-90.23333,"(38.700000, -90.233330)"
1903,-32.01667,27.41667,"(-32.016670, 27.416670)"
1919,38.16667,-76.38333,"(38.166670, -76.383330)"
1866,48.45,3.93333,"(48.450000, 3.933330)"
1910,61.65,27.2,"(61.650000, 27.200000)"
1959,43.43333,2.95,"(43.433330, 2.950000)"
1876,59.93333,14.95,"(59.933330, 14.950000)"
1808,49.28333,15.56667,"(49.283330, 15.566670)"
1857,45.05,41.98333,"(45.050000, 41.983330)"
1962,50.76667,3,"(50.766670, 3.000000)"
1990,53.66667,55.98333,"(53.666670, 55.983330)"
1647,52.53333,9.05,"(52.533330, 9.050000)"
1974,41.2,-73.13333,"(41.200000, -73.133330)"
1917,56.58333,-3.25,"(56.583330, -3.250000)"
1623,50.38333,-3.95,"(50.383330, -3.950000)"
1994,45.96861,-72.97806,"(45.968610, -72.978060)"
1924,36.48333,-90.66667,"(36.483330, -90.666670)"
1969,50.53806,16.26333,"(50.538060, 16.263330)"
1986,31.61667,113.46667,"(31.616670, 113.466670)"
2008,12.66667,78.03333,"(12.666670, 78.033330)"
1916,25.93333,84.28333,"(25.933330, 84.283330)"
1935,44.86667,133.16667,"(44.866670, 133.166670)"
1865,26.71667,84.21667,"(26.716670, 84.216670)"
2012,38.80389,-120.90806,"(38.803890, -120.908060)"
1954,33.18836,-86.2945,"(33.188360, -86.294500)"
1753,49.4,14.65,"(49.400000, 14.650000)"
1867,36.18333,5.41667,"(36.183330, 5.416670)"
2000,59.70444,-134.20139,"(59.704440, -134.201390)"
1991,34.72,137.305,"(34.720000, 137.305000)"
1880,35.38333,134.9,"(35.383330, 134.900000)"
1995,,,
1975,-7.75,112.76667,"(-7.750000, 112.766670)"
2008,31.16333,-7.015,"(31.163330, -7.015000)"
1918,35.43333,136.23333,"(35.433330, 136.233330)"
1965,45.4,122.9,"(45.400000, 122.900000)"
1931,32.95,10.41667,"(32.950000, 10.416670)"
1967,19.38333,43.73333,"(19.383330, 43.733330)"
1929,35.13333,44.45,"(35.133330, 44.450000)"
1937,46.71667,23.5,"(46.716670, 23.500000)"
1879,-25.73333,142.95,"(-25.733330, 142.950000)"
1872,58.03333,26.95,"(58.033330, 26.950000)"
1950,33.4,70.6,"(33.400000, 70.600000)"
2011,-1.00278,37.15028,"(-1.002780, 37.150280)"
2002,-29.33333,27.58333,"(-29.333330, 27.583330)"
1986,32.94667,118.99,"(32.946670, 118.990000)"
1878,49.6,17.11667,"(49.600000, 17.116670)"
1927,38.2,-89.68333,"(38.200000, -89.683330)"
1970,14.25,1.53333,"(14.250000, 1.533330)"
1807,54.5,35.2,"(54.500000, 35.200000)"
