year,reclat,reclong,GeoLocation
2003,-72.774444,75.320833,"(-72.774444, 75.320833)"
2003,-72.774444,75.321111,"(-72.774444, 75.321111)"
2003,-72.774444,75.321667,"(-72.774444, 75.321667)"
2003,-72.774444,75.322222,"(-72.774444, 75.322222)"
2003,-72.77444,75.3225,"(-72.774440, 75.322500)"
2003,-72.774444,75.322778,"(-72.774444, 75.322778)"
2003,-72.77444,75.32278,"(-72.774440, 75.322780)"
2003,-72.77444,75.32278,"(-72.774440, 75.322780)"
2003,-72.77444,75.32528,"(-72.774440, 75.325280)"
2003,-72.774167,75.315278,"(-72.774167, 75.315278)"
2003,-72.774167,75.315278,"(-72.774167, 75.315278)"
2003,-72.77417,75.31556,"(-72.774170, 75.315560)"
2003,-72.77417,75.31583,"(-72.774170, 75.315830)"
2003,-72.77417,75.31611,"(-72.774170, 75.316110)"
2003,-72.77417,75.31639,"(-72.774170, 75.316390)"
2003,-72.773889,75.32,"(-72.773889, 75.320000)"
2003,-72.773889,75.32,"(-72.773889, 75.320000)"
2003,-72.77389,75.32,"(-72.773890, 75.320000)"
2003,-72.77389,75.32056,"(-72.773890, 75.320560)"
2003,-72.773889,75.321944,"(-72.773889, 75.321944)"
2003,-72.773889,75.322222,"(-72.773889, 75.322222)"
2003,-72.773889,75.3225,"(-72.773889, 75.322500)"
2003,-72.77361,75.34361,"(-72.773610, 75.343610)"
2003,-72.77361,75.34361,"(-72.773610, 75.343610)"
2003,-72.773611,75.343611,"(-72.773611, 75.343611)"
2003,-72.773611,75.344722,"(-72.773611, 75.344722)"
2003,-72.77361,75.34667,"(-72.773610, 75.346670)"
2003,-72.7739,75.3281,"(-72.773900, 75.328100)"
2003,-72.77333,75.32194,"(-72.773330, 75.321940)"
2003,-72.77333,75.32222,"(-72.773330, 75.322220)"
2003,-72.773333,75.323611,"(-72.773333, 75.323611)"
2003,-72.77333,75.32472,"(-72.773330, 75.324720)"
2003,-72.77333,75.325,"(-72.773330, 75.325000)"
2003,-72.7733,75.3264,"(-72.773300, 75.326400)"
2003,-72.775556,75.324167,"(-72.775556, 75.324167)"
2003,-72.77556,75.32444,"(-72.775560, 75.324440)"
2003,-72.775556,75.324722,"(-72.775556, 75.324722)"
2003,-72.7756,75.325,"(-72.775600, 75.325000)"
2003,-72.775833,75.314722,"(-72.775833, 75.314722)"
2003,-72.775833,75.314722,"(-72.775833, 75.314722)"
2003,-72.775833,75.314722,"(-72.775833, 75.314722)"
2003,-72.775833,75.314722,"(-72.775833, 75.314722)"
2003,-72.774444,75.321667,"(-72.774444, 75.321667)"
2003,-72.774444,75.321667,"(-72.774444, 75.321667)"
2003,-72.77444,75.32167,"(-72.774440, 75.321670)"
2003,-72.77444,75.32167,"(-72.774440, 75.321670)"
2003,-72.77444,75.32194,"(-72.774440, 75.321940)"
2003,-72.774444,75.3225,"(-72.774444, 75.322500)"
2003,-72.77444,75.32278,"(-72.774440, 75.322780)"
2003,-72.77444,75.32306,"(-72.774440, 75.323060)"
2003,-72.7744,75.3236,"(-72.774400, 75.323600)"
2003,-72.774444,75.323889,"(-72.774444, 75.323889)"
2003,-72.774444,75.324167,"(-72.774444, 75.324167)"
2003,-72.774444,75.324722,"(-72.774444, 75.324722)"
2003,-72.774444,75.325,"(-72.774444, 75.325000)"
2003,-72.774167,75.3175,"(-72.774167, 75.317500)"
2003,-72.774167,75.318056,"(-72.774167, 75.318056)"
2003,-72.774167,75.318333,"(-72.774167, 75.318333)"
2003,-72.7742,75.3186,"(-72.774200, 75.318600)"
2003,-72.77417,75.31889,"(-72.774170, 75.318890)"
2003,-72.77417,75.31917,"(-72.774170, 75.319170)"
2003,-72.77417,75.31944,"(-72.774170, 75.319440)"
2003,-72.774167,75.320278,"(-72.774167, 75.320278)"
2003,-72.77417,75.32056,"(-72.774170, 75.320560)"
2003,-72.773333,75.336389,"(-72.773333, 75.336389)"
2003,-72.77333,75.33639,"(-72.773330, 75.336390)"
2003,-72.773333,75.336667,"(-72.773333, 75.336667)"
2003,-72.773333,75.3375,"(-72.773333, 75.337500)"
2003,-72.773333,75.337778,"(-72.773333, 75.337778)"
2003,-72.77333,75.33806,"(-72.773330, 75.338060)"
2003,-72.773056,75.338056,"(-72.773056, 75.338056)"
2003,-72.793611,75.282222,"(-72.793611, 75.282222)"
2003,-72.775,75.338889,"(-72.775000, 75.338889)"
2003,-72.775,75.338889,"(-72.775000, 75.338889)"
2003,-72.773611,75.338611,"(-72.773611, 75.338611)"
2003,-72.7736,75.3386,"(-72.773600, 75.338600)"
2003,-72.773889,75.339167,"(-72.773889, 75.339167)"
2003,-72.773889,75.339167,"(-72.773889, 75.339167)"
2003,-72.7739,75.3394,"(-72.773900, 75.339400)"
2003,-72.773889,75.339444,"(-72.773889, 75.339444)"
2003,-72.7739,75.3394,"(-72.773900, 75.339400)"
2003,-72.77389,75.33944,"(-72.773890, 75.339440)"
2003,-72.773889,75.339444,"(-72.773889, 75.339444)"
2003,-72.77389,75.33944,"(-72.773890, 75.339440)"
2003,-72.77389,75.33944,"(-72.773890, 75.339440)"
2003,-72.7739,75.3394,"(-72.773900, 75.339400)"
2003,-72.77389,75.33944,"(-72.773890, 75.339440)"
2003,-72.77389,75.33972,"(-72.773890, 75.339720)"
2003,-72.77333,75.33861,"(-72.773330, 75.338610)"
2003,-72.77333,75.33861,"(-72.773330, 75.338610)"
2003,-72.77333,75.33861,"(-72.773330, 75.338610)"
2003,-72.773333,75.338611,"(-72.773333, 75.338611)"
2003,-72.773333,75.338611,"(-72.773333, 75.338611)"
2003,-72.7733,75.3386,"(-72.773300, 75.338600)"
2003,-72.77361,75.32,"(-72.773610, 75.320000)"
2003,-72.773611,75.32,"(-72.773611, 75.320000)"
2003,-72.77361,75.32,"(-72.773610, 75.320000)"
2003,-72.773611,75.32,"(-72.773611, 75.320000)"
2003,-72.773611,75.32,"(-72.773611, 75.320000)"
2003,-72.7736,75.32,"(-72.773600, 75.320000)"
2003,-72.773611,75.320278,"(-72.773611, 75.320278)"
2003,-72.773611,75.320278,"(-72.773611, 75.320278)"
2003,-72.77361,75.32028,"(-72.773610, 75.320280)"
2003,-72.773611,75.320278,"(-72.773611, 75.320278)"
2003,-72.77361,75.32028,"(-72.773610, 75.320280)"
2003,-72.7736,75.3203,"(-72.773600, 75.320300)"
2003,-72.77361,75.32028,"(-72.773610, 75.320280)"
2003,-72.773611,75.320833,"(-72.773611, 75.320833)"
2003,-72.773611,75.320833,"(-72.773611, 75.320833)"
2003,-72.77361,75.32083,"(-72.773610, 75.320830)"
2003,-72.77361,75.32083,"(-72.773610, 75.320830)"
2003,-72.7736,75.3211,"(-72.773600, 75.321100)"
2003,-72.7736,75.3211,"(-72.773600, 75.321100)"
2003,-72.775,75.33889,"(-72.775000, 75.338890)"
2003,-72.775,75.33889,"(-72.775000, 75.338890)"
2003,-72.775,75.338889,"(-72.775000, 75.338889)"
2003,-72.775,75.33889,"(-72.775000, 75.338890)"
2003,-72.889444,75.910556,"(-72.889444, 75.910556)"
2003,-72.890833,75.911111,"(-72.890833, 75.911111)"
2003,-72.9833,75.2514,"(-72.983300, 75.251400)"
2003,-72.9833,75.2514,"(-72.983300, 75.251400)"
2003,-72.98333,75.25139,"(-72.983330, 75.251390)"
2003,-72.98417,75.24639,"(-72.984170, 75.246390)"
2003,-72.984167,75.246389,"(-72.984167, 75.246389)"
2003,-72.98417,75.24639,"(-72.984170, 75.246390)"
2003,-72.984167,75.246389,"(-72.984167, 75.246389)"
2003,-72.98417,75.24639,"(-72.984170, 75.246390)"
2003,-72.98417,75.24667,"(-72.984170, 75.246670)"
2003,-72.984167,75.246667,"(-72.984167, 75.246667)"
2003,-72.9842,75.2467,"(-72.984200, 75.246700)"
2003,-72.98417,75.24667,"(-72.984170, 75.246670)"
2003,-72.98417,75.24667,"(-72.984170, 75.246670)"
2003,-72.9839,75.2514,"(-72.983900, 75.251400)"
2003,-72.983889,75.251389,"(-72.983889, 75.251389)"
2003,-72.983889,75.251389,"(-72.983889, 75.251389)"
2003,-72.98389,75.25139,"(-72.983890, 75.251390)"
2003,-72.98389,75.25139,"(-72.983890, 75.251390)"
2003,-72.98389,75.25139,"(-72.983890, 75.251390)"
2003,-72.98389,75.25139,"(-72.983890, 75.251390)"
2003,-72.983889,75.251389,"(-72.983889, 75.251389)"
2003,-72.98389,75.25139,"(-72.983890, 75.251390)"
2003,-72.98389,75.25139,"(-72.983890, 75.251390)"
2003,-72.9839,75.2514,"(-72.983900, 75.251400)"
2003,-72.9925,75.25139,"(-72.992500, 75.251390)"
2003,-72.98389,75.25139,"(-72.983890, 75.251390)"
2003,-72.98306,75.25278,"(-72.983060, 75.252780)"
2003,-72.98389,75.25083,"(-72.983890, 75.250830)"
2003,-72.983889,75.250833,"(-72.983889, 75.250833)"
2003,-72.98389,75.25111,"(-72.983890, 75.251110)"
2003,-72.98389,75.25111,"(-72.983890, 75.251110)"
2003,-72.98417,75.25222,"(-72.984170, 75.252220)"
2003,-72.984167,75.252222,"(-72.984167, 75.252222)"
2003,-72.9842,75.2522,"(-72.984200, 75.252200)"
2003,-72.984444,75.25,"(-72.984444, 75.250000)"
2003,-72.98444,75.25,"(-72.984440, 75.250000)"
2003,-72.98444,75.25,"(-72.984440, 75.250000)"
2003,-72.98444,75.25,"(-72.984440, 75.250000)"
2003,-72.98444,75.25,"(-72.984440, 75.250000)"
2003,-72.98444,75.25,"(-72.984440, 75.250000)"
2003,-72.98444,75.25,"(-72.984440, 75.250000)"
2003,-72.984444,75.2525,"(-72.984444, 75.252500)"
2003,-72.984444,75.2525,"(-72.984444, 75.252500)"
2003,-72.984444,75.2525,"(-72.984444, 75.252500)"
2003,-72.984444,75.2525,"(-72.984444, 75.252500)"
2003,-72.98472,75.24944,"(-72.984720, 75.249440)"
2003,-72.98472,75.24944,"(-72.984720, 75.249440)"
2003,-72.984722,75.249444,"(-72.984722, 75.249444)"
2003,-72.984722,75.249722,"(-72.984722, 75.249722)"
2003,-72.984722,75.249722,"(-72.984722, 75.249722)"
2003,-72.98361,75.25028,"(-72.983610, 75.250280)"
2003,-72.98361,75.25083,"(-72.983610, 75.250830)"
2003,-72.98361,75.2475,"(-72.983610, 75.247500)"
2003,-72.9822,75.2489,"(-72.982200, 75.248900)"
2003,-72.983611,75.252222,"(-72.983611, 75.252222)"
2003,-72.9925,75.25222,"(-72.992500, 75.252220)"
2003,-72.983611,75.252222,"(-72.983611, 75.252222)"
2003,-72.983611,75.252222,"(-72.983611, 75.252222)"
2003,-72.98361,75.25222,"(-72.983610, 75.252220)"
2003,-72.983611,75.252222,"(-72.983611, 75.252222)"
2003,-72.981944,75.246389,"(-72.981944, 75.246389)"
2003,-72.9819,75.2467,"(-72.981900, 75.246700)"
2003,-72.98139,75.24556,"(-72.981390, 75.245560)"
2003,-72.9975,75.24417,"(-72.997500, 75.244170)"
2003,-72.9975,75.24417,"(-72.997500, 75.244170)"
2003,-72.985,75.256389,"(-72.985000, 75.256389)"
2003,-72.985,75.25667,"(-72.985000, 75.256670)"
2003,-72.984722,75.256667,"(-72.984722, 75.256667)"
2003,-72.9825,75.25167,"(-72.982500, 75.251670)"
2003,-72.9825,75.251944,"(-72.982500, 75.251944)"
2003,-72.9825,75.25,"(-72.982500, 75.250000)"
2003,-72.9825,75.25,"(-72.982500, 75.250000)"
2003,-72.9825,75.25,"(-72.982500, 75.250000)"
2003,-72.9825,75.25,"(-72.982500, 75.250000)"
2003,-72.9825,75.25,"(-72.982500, 75.250000)"
2003,-72.9825,75.25,"(-72.982500, 75.250000)"
2003,-72.9825,75.2503,"(-72.982500, 75.250300)"
2003,-72.9825,75.2503,"(-72.982500, 75.250300)"
2003,-72.9825,75.250278,"(-72.982500, 75.250278)"
2003,-72.9825,75.25028,"(-72.982500, 75.250280)"
2003,-72.9825,75.250278,"(-72.982500, 75.250278)"
2003,-72.9825,75.25028,"(-72.982500, 75.250280)"
2003,-72.9825,75.25028,"(-72.982500, 75.250280)"
2003,-72.775,75.34222,"(-72.775000, 75.342220)"
2003,-72.775,75.32972,"(-72.775000, 75.329720)"
2003,-73,75.2,"(-73.000000, 75.200000)"
2003,-73,75.2,"(-73.000000, 75.200000)"
2005,-73.113056,75.159722,"(-73.113056, 75.159722)"
2006,-73.113889,75.165833,"(-73.113889, 75.165833)"
2005,-73.094444,75.203333,"(-73.094444, 75.203333)"
2006,-73.10472,75.17972,"(-73.104720, 75.179720)"
2006,-73.113889,75.171667,"(-73.113889, 75.171667)"
2006,-73.113333,75.164444,"(-73.113333, 75.164444)"
2006,-73.088889,75.222778,"(-73.088889, 75.222778)"
2006,-72.995833,75.185278,"(-72.995833, 75.185278)"
2006,-73.092222,75.193333,"(-73.092222, 75.193333)"
2006,-73.11361,75.20444,"(-73.113610, 75.204440)"
2006,-72.995556,75.193056,"(-72.995556, 75.193056)"
2006,-73.1125,75.159444,"(-73.112500, 75.159444)"
2006,-73.113611,75.161389,"(-73.113611, 75.161389)"
2006,-73.10389,75.17556,"(-73.103890, 75.175560)"
2006,-73.113889,75.165833,"(-73.113889, 75.165833)"
2006,-73.113333,75.103889,"(-73.113333, 75.103889)"
2006,-73.1075,75.173611,"(-73.107500, 75.173611)"
2006,-73.114167,75.165278,"(-73.114167, 75.165278)"
2006,-73.10667,75.17306,"(-73.106670, 75.173060)"
2006,-73.07611,75.26,"(-73.076110, 75.260000)"
2006,-73.074444,75.180278,"(-73.074444, 75.180278)"
2006,-73.1075,75.1525,"(-73.107500, 75.152500)"
2006,-73.100278,75.2,"(-73.100278, 75.200000)"
2006,-72.99583,75.18528,"(-72.995830, 75.185280)"
2006,-72.99306,75.20722,"(-72.993060, 75.207220)"
2006,-72.99556,75.18917,"(-72.995560, 75.189170)"
2006,-72.99556,75.19472,"(-72.995560, 75.194720)"
2006,-73.103889,75.17,"(-73.103889, 75.170000)"
2006,-72.99694,75.21833,"(-72.996940, 75.218330)"
2006,-72.99778,75.21944,"(-72.997780, 75.219440)"
2006,-72.99972,75.19417,"(-72.999720, 75.194170)"
2006,-72.99861,75.21139,"(-72.998610, 75.211390)"
2006,-72.99667,75.21667,"(-72.996670, 75.216670)"
2006,-72.998333,75.215556,"(-72.998333, 75.215556)"
2006,-72.99861,75.19361,"(-72.998610, 75.193610)"
2006,-72.998611,75.193611,"(-72.998611, 75.193611)"
2006,-72.99556,75.20611,"(-72.995560, 75.206110)"
2006,-72.99667,75.21833,"(-72.996670, 75.218330)"
2006,-72.99667,75.21806,"(-72.996670, 75.218060)"
2006,-72.996667,75.218056,"(-72.996667, 75.218056)"
2006,-72.996944,75.217778,"(-72.996944, 75.217778)"
2006,-73.105,75.171389,"(-73.105000, 75.171389)"
2006,-72.99694,75.2175,"(-72.996940, 75.217500)"
2006,-72.9925,75.21806,"(-72.992500, 75.218060)"
2006,-72.996944,75.218333,"(-72.996944, 75.218333)"
2006,-72.996944,75.218333,"(-72.996944, 75.218333)"
2006,-72.991667,75.234722,"(-72.991667, 75.234722)"
2006,-72.991944,75.234444,"(-72.991944, 75.234444)"
2006,-72.9925,75.23444,"(-72.992500, 75.234440)"
2006,-72.993333,75.234167,"(-72.993333, 75.234167)"
2006,-72.99056,75.22778,"(-72.990560, 75.227780)"
2006,-73.08056,75.14889,"(-73.080560, 75.148890)"
2006,-72.99611,75.18722,"(-72.996110, 75.187220)"
2006,-73.09111,75.16111,"(-73.091110, 75.161110)"
2006,-73.093611,75.190556,"(-73.093611, 75.190556)"
2006,-73.086111,75.234167,"(-73.086111, 75.234167)"
2006,-73.00306,75.17333,"(-73.003060, 75.173330)"
2006,-72.995278,75.205833,"(-72.995278, 75.205833)"
2006,-72.98972,75.20583,"(-72.989720, 75.205830)"
2006,-72.98583,75.16722,"(-72.985830, 75.167220)"
2006,-73.001667,75.180278,"(-73.001667, 75.180278)"
2006,-73.00361,75.17333,"(-73.003610, 75.173330)"
2006,-73.00056,75.19056,"(-73.000560, 75.190560)"
2006,-73.075,75.255278,"(-73.075000, 75.255278)"
2006,-72.9925,75.23361,"(-72.992500, 75.233610)"
2006,-72.97861,75.26667,"(-72.978610, 75.266670)"
2006,-72.978611,75.264722,"(-72.978611, 75.264722)"
2006,-72.97789,75.2662,"(-72.977890, 75.266200)"
2006,-72.97944,75.26306,"(-72.979440, 75.263060)"
2006,-72.978056,75.269444,"(-72.978056, 75.269444)"
2006,-72.9775,75.26778,"(-72.977500, 75.267780)"
2006,-72.980833,75.260278,"(-72.980833, 75.260278)"
2006,-72.97667,75.26361,"(-72.976670, 75.263610)"
2006,-72.976111,75.268889,"(-72.976111, 75.268889)"
2006,-72.97583,75.26806,"(-72.975830, 75.268060)"
2006,-72.98444,75.25889,"(-72.984440, 75.258890)"
2006,-73.085833,75.22,"(-73.085833, 75.220000)"
2006,-72.98361,75.25833,"(-72.983610, 75.258330)"
2006,-72.97833,75.26028,"(-72.978330, 75.260280)"
2006,-72.98306,75.25778,"(-72.983060, 75.257780)"
2006,-72.98139,75.25778,"(-72.981390, 75.257780)"
2006,-72.975,75.260556,"(-72.975000, 75.260556)"
2006,-72.97861,75.25694,"(-72.978610, 75.256940)"
2006,-72.97694,75.2625,"(-72.976940, 75.262500)"
2006,-72.97667,75.26222,"(-72.976670, 75.262220)"
2006,-72.98,75.24861,"(-72.980000, 75.248610)"
2006,-72.97833,75.2911,"(-72.978330, 75.291100)"
2006,-72.96306,75.21528,"(-72.963060, 75.215280)"
2006,-72.95889,75.22333,"(-72.958890, 75.223330)"
2006,-72.96,75.22917,"(-72.960000, 75.229170)"
2006,-72.965,75.22722,"(-72.965000, 75.227220)"
2006,-72.95917,75.23639,"(-72.959170, 75.236390)"
2006,-72.963889,75.218056,"(-72.963889, 75.218056)"
2006,-73.108056,75.204167,"(-73.108056, 75.204167)"
2006,-72.975,75.27,"(-72.975000, 75.270000)"
2006,-72.97528,75.26944,"(-72.975280, 75.269440)"
2006,-72.98361,75.23806,"(-72.983610, 75.238060)"
2006,-72.95389,75.23417,"(-72.953890, 75.234170)"
2006,-72.98056,75.25167,"(-72.980560, 75.251670)"
2006,-72.973889,75.275,"(-72.973889, 75.275000)"
2006,-72.983333,75.252222,"(-72.983333, 75.252222)"
2006,-72.95361,75.23722,"(-72.953610, 75.237220)"
2006,-72.95333,75.23389,"(-72.953330, 75.233890)"
2006,-72.95222,75.23556,"(-72.952220, 75.235560)"
2006,-72.98194,75.27639,"(-72.981940, 75.276390)"
2006,-72.95306,75.23278,"(-72.953060, 75.232780)"
2006,-72.980556,75.251111,"(-72.980556, 75.251111)"
2006,-72.980556,75.261111,"(-72.980556, 75.261111)"
2006,-72.98972,75.26167,"(-72.989720, 75.261670)"
2006,-72.98389,75.24667,"(-72.983890, 75.246670)"
2006,-72.98389,75.2466,"(-72.983890, 75.246600)"
2006,-72.98389,75.2466,"(-72.983890, 75.246600)"
2006,-72.98389,75.24667,"(-72.983890, 75.246670)"
2006,-72.888056,75.205833,"(-72.888056, 75.205833)"
2006,-72.95944,75.22667,"(-72.959440, 75.226670)"
2006,-72.93917,75.28861,"(-72.939170, 75.288610)"
2006,-72.93689,75.2974,"(-72.936890, 75.297400)"
2006,-72.93722,75.29722,"(-72.937220, 75.297220)"
2006,-72.98944,75.23,"(-72.989440, 75.230000)"
2006,-72.959722,75.221667,"(-72.959722, 75.221667)"
2006,-72.97778,75.19583,"(-72.977780, 75.195830)"
2006,-73.00139,75.205,"(-73.001390, 75.205000)"
2006,-72.9875,75.261667,"(-72.987500, 75.261667)"
2006,-72.98583,75.26028,"(-72.985830, 75.260280)"
2006,-72.985833,75.260278,"(-72.985833, 75.260278)"
2006,-72.98306,75.29028,"(-72.983060, 75.290280)"
2006,-72.99111,75.22972,"(-72.991110, 75.229720)"
2006,-72.98333,75.28611,"(-72.983330, 75.286110)"
2006,-72.99528,75.18528,"(-72.995280, 75.185280)"
2006,-72.99528,75.2744,"(-72.995280, 75.274400)"
2006,-72.99611,75.27417,"(-72.996110, 75.274170)"
2006,-72.99361,75.27361,"(-72.993610, 75.273610)"
2006,-72.98361,75.28583,"(-72.983610, 75.285830)"
2006,-72.98611,75.21,"(-72.986110, 75.210000)"
2006,-72.986667,75.183889,"(-72.986667, 75.183889)"
2006,-72.985,75.23389,"(-72.985000, 75.233890)"
2006,-72.98389,75.24556,"(-72.983890, 75.245560)"
2006,-72.98389,75.24556,"(-72.983890, 75.245560)"
2006,-72.98389,75.24556,"(-72.983890, 75.245560)"
2006,-72.998611,75.236111,"(-72.998611, 75.236111)"
2006,-72.98389,75.2456,"(-72.983890, 75.245600)"
2006,-72.983889,75.245556,"(-72.983889, 75.245556)"
2006,-72.98389,75.24556,"(-72.983890, 75.245560)"
2006,-72.98389,75.24556,"(-72.983890, 75.245560)"
2006,-72.98389,75.24556,"(-72.983890, 75.245560)"
2006,-72.98389,75.24556,"(-72.983890, 75.245560)"
2006,-72.98389,75.24556,"(-72.983890, 75.245560)"
2006,-72.984167,75.245278,"(-72.984167, 75.245278)"
2006,-72.98417,75.24528,"(-72.984170, 75.245280)"
2006,-72.98417,75.24528,"(-72.984170, 75.245280)"
2006,-72.98417,75.24528,"(-72.984170, 75.245280)"
2006,-72.98389,75.24556,"(-72.983890, 75.245560)"
2006,-72.983889,75.245556,"(-72.983889, 75.245556)"
2006,-72.983889,75.245556,"(-72.983889, 75.245556)"
2006,-72.984,75.2456,"(-72.984000, 75.245600)"
2006,-72.98389,75.24556,"(-72.983890, 75.245560)"
2006,-72.935,75.31417,"(-72.935000, 75.314170)"
2006,-72.999722,75.209722,"(-72.999722, 75.209722)"
2006,-72.93278,75.32167,"(-72.932780, 75.321670)"
2006,-72.93833,75.29028,"(-72.938330, 75.290280)"
2006,-72.948889,75.319167,"(-72.948889, 75.319167)"
2006,-72.935556,75.313056,"(-72.935556, 75.313056)"
2006,-72.93389,75.30972,"(-72.933890, 75.309720)"
2006,-72.93694,75.29444,"(-72.936940, 75.294440)"
2006,-72.94083,75.29583,"(-72.940830, 75.295830)"
2006,-72.93528,75.32194,"(-72.935280, 75.321940)"
2006,-73.017222,75.255556,"(-73.017222, 75.255556)"
2006,-72.935278,75.321944,"(-72.935278, 75.321944)"
2006,-72.93528,75.32194,"(-72.935280, 75.321940)"
2006,-72.935278,75.321944,"(-72.935278, 75.321944)"
2006,-73.01,75.227778,"(-73.010000, 75.227778)"
2006,-72.935278,75.321944,"(-72.935278, 75.321944)"
2006,-72.93528,75.31944,"(-72.935280, 75.319440)"
2006,-72.93528,75.31944,"(-72.935280, 75.319440)"
2006,-73.016111,75.186111,"(-73.016111, 75.186111)"
2006,-72.935,75.314167,"(-72.935000, 75.314167)"
2006,-72.93083,75.34194,"(-72.930830, 75.341940)"
2006,-72.93389,75.28861,"(-72.933890, 75.288610)"
2006,-72.9325,75.34972,"(-72.932500, 75.349720)"
2006,-72.929444,75.338611,"(-72.929444, 75.338611)"
2006,-72.9325,75.32833,"(-72.932500, 75.328330)"
2006,-72.998889,75.197222,"(-72.998889, 75.197222)"
2006,-72.93,75.342222,"(-72.930000, 75.342222)"
2006,-72.93528,75.32,"(-72.935280, 75.320000)"
2006,-72.935,75.31917,"(-72.935000, 75.319170)"
2006,-72.9375,75.3075,"(-72.937500, 75.307500)"
2006,-72.93611,75.31639,"(-72.936110, 75.316390)"
2006,-72.93528,75.31889,"(-72.935280, 75.318890)"
2006,-72.935278,75.319722,"(-72.935278, 75.319722)"
2006,-72.93889,75.29333,"(-72.938890, 75.293330)"
2006,-72.94056,75.28306,"(-72.940560, 75.283060)"
2006,-72.94056,75.28306,"(-72.940560, 75.283060)"
2006,-72.93361,75.30889,"(-72.933610, 75.308890)"
2006,-72.934167,75.32,"(-72.934167, 75.320000)"
2006,-72.93417,75.32,"(-72.934170, 75.320000)"
2006,-72.93417,75.32,"(-72.934170, 75.320000)"
2006,-72.93417,75.32,"(-72.934170, 75.320000)"
2006,-72.934167,75.32,"(-72.934167, 75.320000)"
2006,-72.93778,75.31417,"(-72.937780, 75.314170)"
2006,-72.9375,75.31417,"(-72.937500, 75.314170)"
2006,-72.82944,75.27861,"(-72.829440, 75.278610)"
2006,-72.93778,75.31389,"(-72.937780, 75.313890)"
2006,-72.77778,75.32806,"(-72.777780, 75.328060)"
2006,-72.78111,75.31222,"(-72.781110, 75.312220)"
2006,-72.78061,75.3091,"(-72.780610, 75.309100)"
2006,-72.78028,75.3175,"(-72.780280, 75.317500)"
2006,-72.994444,75.205556,"(-72.994444, 75.205556)"
2006,-72.77889,75.31694,"(-72.778890, 75.316940)"
2006,-72.78083,75.32083,"(-72.780830, 75.320830)"
2006,-72.77972,75.33333,"(-72.779720, 75.333330)"
2006,-72.77944,75.32389,"(-72.779440, 75.323890)"
2006,-72.77944,75.3275,"(-72.779440, 75.327500)"
2006,-72.77806,75.32722,"(-72.778060, 75.327220)"
2006,-72.778611,75.327222,"(-72.778611, 75.327222)"
2006,-72.78,75.32472,"(-72.780000, 75.324720)"
2006,-72.77917,75.31944,"(-72.779170, 75.319440)"
2006,-72.77889,75.31694,"(-72.778890, 75.316940)"
2006,-72.778611,75.321111,"(-72.778611, 75.321111)"
2006,-72.7775,75.32889,"(-72.777500, 75.328890)"
2006,-72.994167,75.205278,"(-72.994167, 75.205278)"
2006,-72.778611,75.331111,"(-72.778611, 75.331111)"
2006,-72.78,75.32,"(-72.780000, 75.320000)"
2006,-72.781111,75.320833,"(-72.781111, 75.320833)"
2006,-72.77917,75.3275,"(-72.779170, 75.327500)"
2006,-72.77944,75.32389,"(-72.779440, 75.323890)"
2006,-72.78088,75.319,"(-72.780880, 75.319000)"
2006,-72.77972,75.32694,"(-72.779720, 75.326940)"
2006,-72.77972,75.32972,"(-72.779720, 75.329720)"
2006,-72.778611,75.321111,"(-72.778611, 75.321111)"
2006,-72.77972,75.33083,"(-72.779720, 75.330830)"
2006,-72.778611,75.327222,"(-72.778611, 75.327222)"
2006,-72.77944,75.32361,"(-72.779440, 75.323610)"
2006,-72.77806,75.32306,"(-72.778060, 75.323060)"
2006,-72.999167,75.227778,"(-72.999167, 75.227778)"
2006,-72.77778,75.31833,"(-72.777780, 75.318330)"
2006,-72.779444,75.329722,"(-72.779444, 75.329722)"
2006,-72.78028,75.32028,"(-72.780280, 75.320280)"
2006,-72.778889,75.329722,"(-72.778889, 75.329722)"
2006,-72.78028,75.31472,"(-72.780280, 75.314720)"
2006,-72.78083,75.30917,"(-72.780830, 75.309170)"
2006,-72.77889,75.315,"(-72.778890, 75.315000)"
2006,-72.997222,75.219444,"(-72.997222, 75.219444)"
2006,-72.778611,75.333333,"(-72.778611, 75.333333)"
2006,-72.7775,75.33,"(-72.777500, 75.330000)"
2006,-72.780278,75.326389,"(-72.780278, 75.326389)"
2006,-72.78056,75.32583,"(-72.780560, 75.325830)"
2006,-72.77972,75.31611,"(-72.779720, 75.316110)"
2006,-72.777778,75.326944,"(-72.777778, 75.326944)"
2006,-72.7775,75.32889,"(-72.777500, 75.328890)"
2006,-72.77778,75.32694,"(-72.777780, 75.326940)"
2006,-72.994444,75.216667,"(-72.994444, 75.216667)"
2006,-72.778333,75.333333,"(-72.778333, 75.333333)"
2006,-72.778611,75.332778,"(-72.778611, 75.332778)"
2006,-72.77833,75.31833,"(-72.778330, 75.318330)"
2006,-72.977222,75.260278,"(-72.977222, 75.260278)"
2006,-72.77833,75.31833,"(-72.778330, 75.318330)"
2006,-72.77611,75.33361,"(-72.776110, 75.333610)"
2006,-72.78,75.32028,"(-72.780000, 75.320280)"
2006,-72.77833,75.3175,"(-72.778330, 75.317500)"
2006,-72.77833,75.3175,"(-72.778330, 75.317500)"
2006,-72.77833,75.3175,"(-72.778330, 75.317500)"
2006,-72.781111,75.305278,"(-72.781111, 75.305278)"
